id,sentiment
"12311_10",0.9343603849411011
"8348_2",0.04839619994163513
"5828_4",0.7879836559295654
"7186_2",0.11137896776199341
"12128_7",0.8979490995407104
"2913_8",0.8808732032775879
"4396_1",0.0498792827129364
"395_2",0.5143466591835022
"10616_1",0.04824736714363098
"9074_9",0.33435115218162537
"9252_3",0.05794224143028259
"9896_9",0.5558153986930847
"574_4",0.5036975741386414
"11182_8",0.619737982749939
"11656_4",0.6387718319892883
"2322_4",0.46287062764167786
"8703_1",0.8227468729019165
"7483_1",0.18192026019096375
"6007_10",0.9558207988739014
"12424_4",0.06466928124427795
"4672_1",0.025706976652145386
"10841_3",0.4881083071231842
"8954_7",0.7920600175857544
"7392_1",0.4287559390068054
"10288_8",0.9380147457122803
"5343_4",0.04865330457687378
"4950_1",0.04838898777961731
"9257_4",0.7036193609237671
"8689_3",0.4217618405818939
"4480_2",0.27122682332992554
"9286_10",0.8025882244110107
"12245_10",0.9569743871688843
"7529_7",0.9523524045944214
"4_4",0.05039572715759277
"5299_2",0.048512786626815796
"12077_8",0.6956959962844849
"10701_2",0.059248775243759155
"11579_1",0.04892510175704956
"10993_1",0.2062864601612091
"8913_1",0.27800196409225464
"1350_3",0.19454842805862427
"3804_2",0.05158817768096924
"5025_3",0.6397338509559631
"5170_8",0.5576865077018738
"8225_8",0.9680986404418945
"6427_7",0.9270488023757935
"3165_3",0.8899808526039124
"7902_9",0.9571119546890259
"8208_3",0.05321669578552246
"3577_8",0.9560181498527527
"4865_1",0.04925045371055603
"9063_3",0.5127420425415039
"1106_1",0.7739851474761963
"1117_9",0.5997105240821838
"1050_4",0.03263801336288452
"10755_9",0.7166475057601929
"2729_8",0.7199336290359497
"10072_10",0.8845728039741516
"2904_7",0.9487287998199463
"4584_2",0.8549219369888306
"189_4",0.5489115715026855
"6302_4",0.5677077770233154
"8138_9",0.6404215097427368
"1262_1",0.10100984573364258
"2199_10",0.9213585257530212
"6551_7",0.747111976146698
"8082_7",0.05435249209403992
"4897_8",0.9165170192718506
"7360_1",0.02989870309829712
"11012_10",0.9214727878570557
"12046_1",0.5870013236999512
"2331_2",0.8450636267662048
"8961_9",0.8514722585678101
"751_7",0.5134169459342957
"9884_10",0.8825781345367432
"10016_8",0.8610697388648987
"8023_10",0.8482375144958496
"2628_1",0.05078044533729553
"5832_1",0.020520150661468506
"7302_1",0.06142657995223999
"4501_3",0.050740957260131836
"1121_7",0.5563125014305115
"8334_3",0.5069934725761414
"9789_10",0.5846908092498779
"4230_10",0.9068311452865601
"824_4",0.3226504921913147
"6803_9",0.8907453417778015
"3086_7",0.9517320990562439
"1135_8",0.8542217016220093
"10136_1",0.05283266305923462
"11129_3",0.08655291795730591
"2072_8",0.6129850149154663
"9501_7",0.9117120504379272
"319_10",0.9196733236312866
"1693_7",0.9062732458114624
"10886_1",0.0481867790222168
"9406_8",0.8871834874153137
"10376_10",0.09622684121131897
"9902_1",0.3256568908691406
"9938_8",0.37705227732658386
"7080_9",0.9041558504104614
"11944_8",0.3968449532985687
"5249_1",0.07862362265586853
"9599_2",0.5754448771476746
"9620_1",0.12755101919174194
"11244_1",0.015971779823303223
"6841_10",0.8226170539855957
"10050_4",0.5237927436828613
"10512_9",0.8883312344551086
"11327_3",0.04829275608062744
"10681_8",0.7875888347625732
"808_3",0.8093596696853638
"546_7",0.952240526676178
"10765_1",0.048243969678878784
"7189_9",0.8637112379074097
"6005_9",0.8507133722305298
"11915_9",0.7552730441093445
"5740_10",0.9206550121307373
"7097_10",0.4868227541446686
"9573_10",0.7592186331748962
"5084_4",0.532151460647583
"12332_7",0.6401976346969604
"8154_1",0.05997166037559509
"5610_1",0.6652653813362122
"5323_9",0.6650124192237854
"11034_8",0.9237123727798462
"3977_2",0.7186498045921326
"12380_7",0.05695599317550659
"1737_8",0.7701719999313354
"6030_9",0.8747063279151917
"5918_7",0.6174325346946716
"7061_9",0.8444486856460571
"266_8",0.7275466322898865
"1375_10",0.8893783092498779
"8648_3",0.03542235493659973
"10146_10",0.9576166272163391
"4578_10",0.9514626264572144
"4685_8",0.9061666131019592
"11843_9",0.9218428730964661
"5467_10",0.9562330842018127
"10140_10",0.9217633008956909
"7721_8",0.9513382911682129
"11208_10",0.5744146108627319
"1063_10",0.9410183429718018
"8260_10",0.09501710534095764
"3182_9",0.9513856172561646
"2797_8",0.9446057081222534
"7613_2",0.8305041193962097
"11624_4",0.19486761093139648
"4847_10",0.8986399173736572
"10684_7",0.7244386076927185
"6312_1",0.4990615248680115
"4925_3",0.12800872325897217
"4125_1",0.04904210567474365
"2394_10",0.9571858644485474
"12105_10",0.9139909148216248
"7812_1",0.04833531379699707
"1061_8",0.6150537133216858
"9343_3",0.7792418599128723
"7696_10",0.9545507431030273
"9355_10",0.9512935876846313
"782_9",0.8523764610290527
"9882_10",0.9570751190185547
"10642_10",0.8702511191368103
"7410_2",0.056043803691864014
"9591_4",0.2588390111923218
"11902_3",0.07206520438194275
"3495_7",0.3513987064361572
"6733_1",0.050403326749801636
"4552_1",0.04819348454475403
"6722_1",0.6393033266067505
"188_10",0.9386078119277954
"5099_10",0.7179610729217529
"10313_1",0.31887105107307434
"6756_9",0.617914080619812
"6622_2",0.0538192093372345
"4807_10",0.9544317722320557
"7173_3",0.7166652679443359
"11321_8",0.70920729637146
"7909_9",0.6342374086380005
"8012_7",0.06639575958251953
"8615_4",0.3669023811817169
"8117_10",0.9332826137542725
"1892_10",0.8149681091308594
"4617_1",0.5689413547515869
"1893_8",0.8868863582611084
"5435_1",0.08989331126213074
"162_3",0.09031787514686584
"6516_10",0.8550897836685181
"11588_7",0.868955135345459
"2006_1",0.06517872214317322
"1594_4",0.3644806444644928
"1472_1",0.0483551025390625
"3647_1",0.05738729238510132
"174_7",0.6982520818710327
"5539_7",0.05555948615074158
"3384_10",0.94976806640625
"3811_4",0.4770447015762329
"4079_8",0.57597815990448
"1179_7",0.731201171875
"3069_9",0.9366544485092163
"3769_8",0.8396273255348206
"9247_10",0.8139563798904419
"10434_1",0.048186659812927246
"1147_10",0.9428146481513977
"5344_7",0.39329788088798523
"8073_10",0.7368573546409607
"7833_3",0.04828104376792908
"8370_1",0.048899561166763306
"9007_8",0.05107170343399048
"6624_7",0.382541298866272
"6683_3",0.09713998436927795
"12275_7",0.5330877900123596
"11927_8",0.844404399394989
"1560_10",0.9564435482025146
"1325_9",0.8473512530326843
"3548_8",0.07930102944374084
"607_1",0.048200905323028564
"6702_7",0.9631936550140381
"5702_3",0.047018617391586304
"11345_8",0.9542192220687866
"3428_4",0.3224189877510071
"7209_9",0.9161856174468994
"8425_8",0.9539985060691833
"3087_1",0.08916246891021729
"1119_8",0.2740490138530731
"5715_3",0.6798402070999146
"8645_1",0.09811615943908691
"2149_3",0.08545249700546265
"10403_10",0.8886374235153198
"5628_1",0.3249325156211853
"5570_10",0.9462414383888245
